subj_code,eval,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification
A2618CTGSM6RBN,minimal,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,43bffc24-3955-522c-a74b-5fd4b204d283,colder,warmer,colder,warmer,warmer,0,815.7000000476837,2248.0,
A2618CTGSM6RBN,minimal,The vase is on the floor. Ali bumps the table. The vase BLANK.,b981d9fe-77c9-531c-afc1-fc37c2d11e04,doesn't break,breaks,breaks,doesn't break,breaks,0,655.8999999761581,2808.100000023842,
A2618CTGSM6RBN,minimal,The empty glass is on the table. Ali fills the sink. The glass is BLANK.,34ea25b7-8077-5b64-bc1b-17e62828dfb0,dry,wet,wet,dry,dry,1,711.5,3032.0,
A2618CTGSM6RBN,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,breaks,0,1823.6999999284744,5624.300000071526,
A2618CTGSM6RBN,minimal,The glass is on the table. Ali bumps the lamp. The glass BLANK.,4c8e019f-3f91-5c88-bdea-d68026fd0446,doesn't break,breaks,doesn't break,breaks,breaks,0,1303.600000023842,3335.7999999523163,
A2618CTGSM6RBN,minimal,The vase is on the table. Ali bumps the lamp. The vase BLANK.,2f76e57c-aad0-59fa-99e3-ad747c8c14d1,doesn't break,breaks,doesn't break,breaks,breaks,0,655.5,2016.3000000715256,
A2618CTGSM6RBN,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,dry,wet,dry,1,703.6999999284744,4895.899999976158,
A2618CTGSM6RBN,minimal,The empty cup is on the table. Ali fills the sink. The cup is BLANK.,01ab1e92-2477-582f-a9a9-917cb2a0983b,dry,wet,dry,wet,wet,0,783.7999999523163,3119.899999976158,
A2618CTGSM6RBN,minimal,The statue is North of Ali. Ali turns around. The statue is BLANK Ali.,54f3455a-0981-5b04-b253-5891eb7c16e5,North of,South of,South of,North of,South of,0,1527.6999999284744,3512.0,
A2618CTGSM6RBN,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,North of,South of,South of,0,695.6999999284744,1847.7999999523165,
A2618CTGSM6RBN,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,dry,wet,dry,1,607.8999999761581,3455.7999999523163,
A17DHN9VKAGEG5,minimal,The stew is on the table. Ali turns on the stove. The stew gets BLANK.,03c79cd5-cadc-5704-b773-cdd109719ae3,colder,warmer,warmer,colder,warmer,0,4206.200000047684,1035.2999999523165,
A17DHN9VKAGEG5,minimal,The empty pot is on the table. Ali knocks the pot over. The table is BLANK.,3bc3df7d-a91c-5999-8bb6-788efd21d35e,dry,wet,wet,dry,dry,1,3507.200000047684,5002.599999904633,
A17DHN9VKAGEG5,minimal,The phone is on the table. Ali bumps the lamp. The phone BLANK.,2828fd38-836b-534a-a861-283f930b7d39,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3512.099999904633,7054.299999952316,
A17DHN9VKAGEG5,minimal,The pot is on the floor. Ali bumps the table. The pot BLANK.,0318a66a-6207-5568-9d40-200aa1786c0b,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3490.700000047684,2072.399999856949,
A17DHN9VKAGEG5,minimal,The phone is on the floor. Ali bumps the table. The phone BLANK.,a0089e09-ecb1-5910-97f4-de47ef22bfcd,doesn't break,breaks,breaks,doesn't break,doesn't break,1,4397.599999904633,2135.800000190735,
A17DHN9VKAGEG5,minimal,The city is North of Ali. Ali turns around. The city is BLANK Ali.,d67a4a6d-bc61-537a-8b65-178cf81511b2,North of,South of,North of,South of,South of,0,8125.400000095367,1902.0999999046328,
A17DHN9VKAGEG5,minimal,The empty bottle is on the table. Ali knocks the bottle over. The table is BLANK.,f1c8f5cb-5ef5-5bd2-b1ae-37722af5ab13,dry,wet,wet,dry,dry,1,7113.599999904633,7206.600000143051,
A17DHN9VKAGEG5,minimal,The empty bottle is on the table. Ali fills the sink. The bottle is BLANK.,f20343fe-adbf-5f1f-984e-58ee5b7c2b91,dry,wet,dry,wet,dry,1,4482.0,6358.700000047684,
A17DHN9VKAGEG5,minimal,The lake is North of Ali. Ali turns around. The lake is BLANK Ali.,9c900f5c-ba5e-50dd-ad14-ff2e930698e4,North of,South of,South of,North of,North of,1,9148.900000095367,1811.0,
A17DHN9VKAGEG5,minimal,The mirror is on the table. Ali bumps the lamp. The mirror BLANK.,cc6308c4-fe93-592d-bd7c-c3c3495dfb04,doesn't break,breaks,breaks,doesn't break,breaks,0,6768.600000143051,6917.5,
A17DHN9VKAGEG5,minimal,The empty container is on the table. Ali fills the sink. The container is BLANK.,8e3a22ae-91ba-581e-9943-23bcec0a345d,dry,wet,dry,wet,dry,1,6776.299999952316,1280.8000001907349,
A17DHN9VKAGEG5,minimal,The rice is on the table. Ali turns on the stove. The rice gets BLANK.,ff215e3b-d72f-5802-b7c5-e74b4bbbdb7c,colder,warmer,warmer,colder,colder,1,6570.0,5335.200000047684,
A248MLJ06DNLU2,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,breaks,doesn't break,breaks,0,1349.800000011921,2300.100000023842,
A248MLJ06DNLU2,minimal,The empty flask is on the table. Ali fills the sink. The flask is BLANK.,9727b31c-2a14-5db5-9980-0074c623524f,dry,wet,dry,wet,dry,1,769.8000000119209,719.3999999761581,
A248MLJ06DNLU2,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,warmer,colder,colder,1,769.8000000119209,770.1999999880791,
A248MLJ06DNLU2,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,North of,South of,North of,1,1160.0,673.8000000119209,
A248MLJ06DNLU2,minimal,The emtpy can is on the table. Ali fills the sink. The can is BLANK.,23582299-2316-5e9e-a72f-ef1038bc4df3,dry,wet,wet,dry,dry,1,905.600000023842,760.0,
A248MLJ06DNLU2,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,wet,dry,wet,0,659.6999999880791,658.0,
A248MLJ06DNLU2,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,warmer,colder,colder,1,695.7999999523163,736.0,
A248MLJ06DNLU2,minimal,The ornament is on the table. Ali bumps the lamp. The ornament BLANK.,95cf280f-0045-5691-9286-ca2825f711f3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1379.300000011921,720.3999999761581,
A248MLJ06DNLU2,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,breaks,doesn't break,breaks,0,731.8999999761581,629.6000000238419,
A248MLJ06DNLU2,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,wet,dry,wet,0,1343.699999988079,639.8000000119209,
A248MLJ06DNLU2,minimal,The house is North of Ali. Ali turns around. The house is BLANK Ali.,168b3f9d-5c7e-5e03-948e-a8b96b9e08a7,North of,South of,North of,South of,North of,1,1302.0,714.0,
A248MLJ06DNLU2,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,breaks,doesn't break,breaks,0,1619.899999976158,4609.799999952316,
A248MLJ06DNLU2,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,doesn't break,breaks,doesn't break,1,669.8999999761581,753.5,
A248MLJ06DNLU2,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,,,doesn't break,-1,,,the table doesn't break.
A248MLJ06DNLU2,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,warmer,colder,warmer,0,1165.300000011921,1126.0,
A248MLJ06DNLU2,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,,,warmer,-1,,,the chili gets warmer
A248MLJ06DNLU2,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,South of,North of,South of,0,1689.5,1679.9000000357628,
A248MLJ06DNLU2,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,,,South of,-1,,,the mountain is south of ali.
A248MLJ06DNLU2,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,wet,dry,wet,0,1179.600000023842,1024.0,
A248MLJ06DNLU2,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,,,wet,-1,,,the table is wet.
A248MLJ06DNLU2,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,warmer,colder,colder,1,1147.699999988079,2085.700000047684,
A248MLJ06DNLU2,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,,,colder,-1,,,the gumbo gets colder.
A248MLJ06DNLU2,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,doesn't break,breaks,breaks,0,993.9000000357628,1735.5999999642372,
A248MLJ06DNLU2,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,,,breaks,-1,,,the lamp breaks
A248MLJ06DNLU2,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,wet,dry,wet,0,899.6999999880791,850.3000000119209,
A248MLJ06DNLU2,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,,,wet,-1,,,the table is wet.
A248MLJ06DNLU2,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1020.1999999880792,899.4000000357628,
A248MLJ06DNLU2,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,,,doesn't break,-1,,,the sculpture doesn't brea.
A18XXGMMR8OMW2,minimal,The empty jar is on the table. Ali fills the sink. The jar is BLANK.,637372ba-bac0-5ffc-95af-27467657d0b0,dry,wet,wet,dry,wet,0,5530.700000047684,3771.399999856949,
A18XXGMMR8OMW2,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3975.099999904633,9072.300000190737,
A18XXGMMR8OMW2,minimal,The empty bowl is on the table. Ali knocks the bowl over. The table is BLANK.,06b16899-ccf7-506d-b8e7-c094839d0ed7,dry,wet,dry,wet,dry,1,3961.100000143051,2107.899999856949,
A18XXGMMR8OMW2,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3201.0,1213.2000000476835,
A18XXGMMR8OMW2,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,colder,warmer,warmer,0,4255.599999904633,2240.2999999523163,
A18XXGMMR8OMW2,minimal,The book is North of Ali. Ali turns around. The book is BLANK Ali.,68d84e25-fe4e-5077-a48e-f046d48af2fc,North of,South of,South of,North of,South of,0,1856.400000095368,3181.200000047684,
A18XXGMMR8OMW2,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3905.599999904633,3072.7999999523163,
A18XXGMMR8OMW2,minimal,The empty kettle is on the table. Ali fills the sink. The kettle is BLANK.,335be0e6-a5ed-5801-80f1-5c6cab349d24,dry,wet,dry,wet,dry,1,2355.099999904633,4120.5,
A18XXGMMR8OMW2,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,North of,South of,North of,1,1503.9000000953674,1395.1000001430511,
A18XXGMMR8OMW2,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,doesn't break,breaks,doesn't break,1,1141.5999999046326,5740.299999952316,
A18XXGMMR8OMW2,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,colder,warmer,colder,1,4567.200000047684,1246.9000000953674,
A18XXGMMR8OMW2,minimal,The empty flask is on the table. Ali knocks the flask over. The table is BLANK.,4d25e5cd-4b9f-54f6-abe2-eafde27f21c2,dry,wet,wet,dry,dry,1,2619.2999999523163,949.7999999523164,
A263Y9ZPYSSTB9,minimal,The vase is North of Ali. Ali turns around. The vase is BLANK Ali.,a3aa7fe8-9da6-5cc8-8664-c4fd06944bd2,North of,South of,South of,North of,South of,0,8276.90000000596,2227.300000011921,
A263Y9ZPYSSTB9,minimal,The plate is on the floor. Ali bumps the table. The plate BLANK.,746aa902-d880-5b36-add1-a3457a31beb3,doesn't break,breaks,breaks,doesn't break,breaks,0,3577.2999999821186,1037.7999999821186,
A263Y9ZPYSSTB9,minimal,The empty pitcher is on the table. Ali fills the sink. The pitcher is BLANK.,ee9b763e-9f9e-59f8-9bc5-1c6e2075abae,dry,wet,wet,dry,wet,0,1867.2999999821184,2451.7999999821186,
A263Y9ZPYSSTB9,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,North of,South of,South of,0,4567.899999976158,699.6999999880791,
A263Y9ZPYSSTB9,minimal,The empty jug is on the table. Ali fills the sink. The jug is BLANK.,654f6276-9e9e-52c2-867d-b66c3aa70976,dry,wet,dry,wet,dry,1,2897.699999988079,1376.300000011921,
A263Y9ZPYSSTB9,minimal,The mug is on the table. Ali bumps the lamp. The mug BLANK.,81e84bb2-9f95-5bbd-bbe3-af94794b6123,doesn't break,breaks,doesn't break,breaks,breaks,0,1505.9000000059605,607.3000000119209,
A263Y9ZPYSSTB9,minimal,The empty cup is on the table. Ali knocks the cup over. The table is BLANK.,e6aecef6-eb29-5c41-a462-92c423095047,dry,wet,dry,wet,dry,1,2499.5999999940395,2474.100000023842,
A263Y9ZPYSSTB9,minimal,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,f4d79629-266b-5267-8ea1-847001b48e5a,colder,warmer,colder,warmer,warmer,0,2182.9000000059605,743.0999999940395,
A263Y9ZPYSSTB9,minimal,The laptop is on the floor. Ali bumps the table. The laptop BLANK.,88059c09-088b-5009-bafd-b7e931442077,doesn't break,breaks,breaks,doesn't break,breaks,0,1574.5,1057.5,
A263Y9ZPYSSTB9,minimal,The plate is on the table. Ali bumps the lamp. The plate BLANK.,aaa1f7f2-1b97-5138-9daa-38fb1bd7bc25,doesn't break,breaks,breaks,doesn't break,breaks,0,1668.0999999940395,967.2000000178814,
A263Y9ZPYSSTB9,minimal,The dog is North of Ali. Ali turns around. The dog is BLANK Ali.,51f91196-934d-5ef1-b798-f0d70fe6a0c2,North of,South of,South of,North of,South of,0,2113.7999999821186,2336.300000011921,
A263Y9ZPYSSTB9,minimal,The sauce is on the table. Ali turns on the stove. The sauce gets BLANK.,7ba8e937-510d-512c-ac3a-9877388c0eec,colder,warmer,warmer,colder,warmer,0,2314.2999999821186,655.0,
A263Y9ZPYSSTB9,minimal,The empty carton is on the table. Ali knocks the carton over. The table is BLANK.,6bb50e85-6ac5-52a5-b623-32e416664177,dry,wet,wet,dry,dry,1,1464.9000000059605,1057.5,
A16V26PS1N92AG,minimal,The empty thermos is on the table. Ali knocks the thermos over. The table is BLANK.,504496f0-2b75-5a26-8866-95cbb113f5a4,dry,wet,wet,dry,dry,1,2749.6000003814697,6752.0,
A16V26PS1N92AG,minimal,The empty mug is on the table. Ali fills the sink. The mug is BLANK.,36794563-6ac8-5075-8df5-b2ecbd8f8c8b,dry,wet,wet,dry,dry,1,3295.7999997138977,5393.199999809265,
A16V26PS1N92AG,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,dry,wet,dry,1,8913.099999904633,1102.2000002861023,
A16V26PS1N92AG,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,breaks,doesn't break,doesn't break,1,4829.900000095367,1791.6999998092651,
A16V26PS1N92AG,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,dry,wet,dry,1,4111.60000038147,4271.799999713898,
A16V26PS1N92AG,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,North of,1,3424.9000000953674,1102.5,
A16V26PS1N92AG,minimal,The clock is on the floor. Ali bumps the table. The clock BLANK.,581ab406-6472-5213-8fa5-924e54aadbbb,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1919.5999999046328,2111.7999997138977,
A16V26PS1N92AG,minimal,The mug is on the floor. Ali bumps the table. The mug BLANK.,af3ddb77-e0ef-5dc6-a71f-322ffe4f1f53,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1183.2999997138977,5553.199999809265,
A16V26PS1N92AG,minimal,The bottle is on the table. Ali bumps the lamp. The bottle BLANK.,8e5290bc-3ba2-56b3-b1c5-33531c9a12ae,doesn't break,breaks,doesn't break,breaks,doesn't break,1,4623.5,1087.8000001907349,
A16V26PS1N92AG,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2015.2000002861023,4033.599999904633,
A16V26PS1N92AG,minimal,The man is North of Ali. Ali turns around. The man is BLANK Ali.,42f4e9ba-3d9f-52aa-aa48-aaf77bdffda2,North of,South of,South of,North of,North of,1,1055.5999999046326,4176.0,
A16V26PS1N92AG,minimal,The coffee is on the table. Ali turns on the stove. The coffee gets BLANK.,aad29bfa-c5cb-5d6a-9c3f-296137723195,colder,warmer,warmer,colder,colder,1,2143.3999996185303,3071.0,
A277KFZ8YNQ646,minimal,The fish is on the table. Ali turns on the stove. The fish gets BLANK.,4ec9870c-0c7d-5611-b076-993ce15358f1,colder,warmer,warmer,colder,warmer,0,3501.5,1044.899999976158,
A277KFZ8YNQ646,minimal,The empty vase is on the table. Ali knocks the vase over. The table is BLANK.,c79d12ce-733d-590c-bf09-4db1c50645ce,dry,wet,wet,dry,wet,0,5025.100000023842,759.3999999761581,
A277KFZ8YNQ646,minimal,The whiteboard is North of Ali. Ali turns around. The whiteboard is BLANK Ali.,a375252e-8be0-5a31-8826-ab7a09baa72d,North of,South of,South of,North of,North of,1,3606.400000095368,1746.0999999046326,
A277KFZ8YNQ646,minimal,The street is North of Ali. Ali turns around. The street is BLANK Ali.,51679ab6-e072-51aa-920a-095c3ab09319,North of,South of,South of,North of,South of,0,3428.0,1481.7000000476835,
A277KFZ8YNQ646,minimal,The clock is on the table. Ali bumps the lamp. The clock BLANK.,cb7a432a-c5db-586f-98f9-422792efd822,doesn't break,breaks,doesn't break,breaks,breaks,0,3582.9000000953674,1082.0,
A277KFZ8YNQ646,minimal,The mirror is on the floor. Ali bumps the table. The mirror BLANK.,c476f558-1f2e-503e-90a0-b300840ca6e1,doesn't break,breaks,breaks,doesn't break,breaks,0,2468.899999976158,824.7999999523163,
A277KFZ8YNQ646,minimal,The empty jug is on the table. Ali knocks the jug over. The table is BLANK.,2fc6d99a-038d-5235-bc08-f350777f4e86,dry,wet,wet,dry,wet,0,5221.5,2049.099999904633,
A277KFZ8YNQ646,minimal,The steak is on the table. Ali turns on the stove. The steak gets BLANK.,403f4fa5-5200-5d22-9f1b-6e2c2edf755c,colder,warmer,warmer,colder,warmer,0,2971.5,745.2000000476837,
A277KFZ8YNQ646,minimal,The empty thermos is on the table. Ali fills the sink. The thermos is BLANK.,ca1d2738-b7ef-5748-bc41-00d7b201a41c,dry,wet,dry,wet,dry,1,4130.300000071526,1332.4000000953674,
A277KFZ8YNQ646,minimal,The empty tub is on the table. Ali fills the sink. The tub is BLANK.,cc2cb203-9a96-586b-9727-0a8212155c43,dry,wet,wet,dry,wet,0,1918.400000095368,1774.0999999046326,
