subj_code,eval,session,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification,prompt_type,category
A1D2W776ISG99K,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,left of,right of,right of,0,1419.0999999642372,15728.900000035765,,context,egocentric_near
A1D2W776ISG99K,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,right of,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,Ali is BLANK the painting. Ali turns around. Ali is left of the painting.,328615c0-98c9-5734-95df-801515b5a36d,left of,right of,,,right of,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,The book is on the table. Ali moves the table. The book BLANK.,bf93e811-9a49-58b7-b6dc-6a47ece87d9f,moves,doesn't move,doesn't move,moves,doesn't move,0,1085.600000023842,538.8000000119209,,target,action_follows
A1D2W776ISG99K,retest,2,The book is on the table. Ali moves the table. The book BLANK.,bf93e811-9a49-58b7-b6dc-6a47ece87d9f,moves,doesn't move,,,doesn't move,-1,,,,target,action_follows
A1D2W776ISG99K,retest,2,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,under,above,under,1,2188.300000011921,977.899999976158,,context,action_nonfollows
A1D2W776ISG99K,retest,2,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,,,under,-1,,,,context,action_nonfollows
A1D2W776ISG99K,retest,2,The box is in the bin. Ali moves the box. The bin BLANK.,ba5435e7-cc12-557d-be71-b241947e2f6c,doesn't move,moves,doesn't move,moves,doesn't move,1,1779.800000011921,30456.59999996424,,target,action_nonfollows
A1D2W776ISG99K,retest,2,The box is in the bin. Ali moves the box. The bin BLANK.,ba5435e7-cc12-557d-be71-b241947e2f6c,doesn't move,moves,,,doesn't move,-1,,,box is in the bin,target,action_nonfollows
A1D2W776ISG99K,retest,2,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,behind the statue,in front of the statue,behind the statue,1,1277.9000000357628,3033.900000035763,,target,action_nonfollows
A1D2W776ISG99K,retest,2,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,,,behind the statue,-1,,,,target,action_nonfollows
A1D2W776ISG99K,retest,2,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,banana,ice cube,ice cube,0,1077.5,989.600000023842,,context,state_nonfollows
A1D2W776ISG99K,retest,2,The ice cube and the banana are in the fridge. Ali takes the BLANK out of the fridge. The ice cube doesn't melt.,36c076db-ae0e-5966-819d-9d048054999d,banana,ice cube,,,ice cube,-1,,,,context,state_nonfollows
A1D2W776ISG99K,retest,2,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,behind,in front of,behind,1,947.3000000119208,36.80000001192093,,target,egocentric_near
A1D2W776ISG99K,retest,2,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,,,behind,-1,,,,target,egocentric_near
A1D2W776ISG99K,retest,2,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,in front of,behind,behind,0,2160.699999988079,527.0,,context,egocentric_distant
A1D2W776ISG99K,retest,2,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,,,behind,-1,,,,context,egocentric_distant
A1D2W776ISG99K,retest,2,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,a350fecf-cf01-5eef-a227-25028fad7f14,right of,left of,right of,left of,left of,0,1190.7999999523165,2949.7999999523163,,context,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,a350fecf-cf01-5eef-a227-25028fad7f14,right of,left of,,,left of,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,in,outside,in,1,1832.7000000476835,6890.699999988079,,context,action_nonfollows
A1D2W776ISG99K,retest,2,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,,,in,-1,,,,context,action_nonfollows
A1D2W776ISG99K,retest,2,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,behind,in front of,behind,0,1758.2999999523165,580.0,,target,egocentric_distant
A1D2W776ISG99K,retest,2,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,,,behind,-1,,,,target,egocentric_distant
A1D2W776ISG99K,retest,2,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,in front of,behind,behind,1,1209.100000023842,329.7999999523163,,context,action_follows
A1D2W776ISG99K,retest,2,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,,,behind,-1,,,,context,action_follows
A1D2W776ISG99K,retest,2,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,right,left,right,1,1347.5,441.800000011921,,target,egocentric_near
A1D2W776ISG99K,retest,2,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,,,right,-1,,,,target,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,behind,in front of,in front of,0,1894.5,390.2000000476837,,context,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,,,in front of,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,behind,in front of,in front of,1,1049.5999999642372,474.60000002384186,,context,egocentric_near
A1D2W776ISG99K,retest,2,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,,,in front of,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,cup,glass,glass,0,2959.5,569.5,,context,state_nonfollows
A1D2W776ISG99K,retest,2,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,,,glass,-1,,,,context,state_nonfollows
A1D2W776ISG99K,retest,2,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,left of,right of,left of,1,1539.0999999642372,419.5999999642372,,target,egocentric_near
A1D2W776ISG99K,retest,2,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,,,left of,-1,,,,target,egocentric_near
A1D2W776ISG99K,retest,2,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,away from,towards,towards,1,2249.400000035763,540.0,,context,egocentric_distant
A1D2W776ISG99K,retest,2,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,,,towards,-1,,,,context,egocentric_distant
A1D2W776ISG99K,retest,2,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,under,above,under,1,3036.2999999523163,1031.5999999642372,,context,action_nonfollows
A1D2W776ISG99K,retest,2,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,,,under,-1,,,,context,action_nonfollows
A1D2W776ISG99K,retest,2,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,29c5b0e8-2242-5aa6-ad05-0a8b33bc7aec,left,right,right,left,left,1,1949.199999988079,693.0,,context,egocentric_distant
A1D2W776ISG99K,retest,2,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,29c5b0e8-2242-5aa6-ad05-0a8b33bc7aec,left,right,,,left,-1,,,,context,egocentric_distant
A1D2W776ISG99K,retest,2,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,sinks,floats,sinks,0,1249.199999988079,1489.5,,target,action_nonfollows
A1D2W776ISG99K,retest,2,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,,,sinks,-1,,,,target,action_nonfollows
A1D2W776ISG99K,retest,2,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,behind,in front of,in front of,0,1339.300000011921,330.0,,context,egocentric_near
A1D2W776ISG99K,retest,2,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,behind,in front of,,,in front of,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,behind,in front of,behind,1,7358.600000023842,339.60000002384186,,context,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,,,behind,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,in front of,behind,behind,0,1058.5999999642372,310.0,,context,egocentric_near
A1D2W776ISG99K,retest,2,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,,,behind,-1,,,,context,egocentric_near
A1D2W776ISG99K,retest,2,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,top,bottom,bottom,0,1069.399999976158,309.69999998807907,,context,action_follows
A1D2W776ISG99K,retest,2,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,,,bottom,-1,,,,context,action_follows
A1YT6E0W0SDP0R,retest,1,The glass and the cup are on the table. Ali pushes the BLANK off the table. The glass doesn't break.,88e4c11a-0766-534e-843f-4d59c387d497,cup,glass,glass,cup,cup,1,12054.90000000596,684.9000000059605,,context,state_nonfollows
A1YT6E0W0SDP0R,retest,1,The wagon is on the BLANK of the hill. Ali pushes the wagon. The wagon rolls.,96c0978e-4433-5d7f-b561-cee41daa8875,top,bottom,top,bottom,top,1,5600.0,1731.800000011921,,context,action_follows
A1YT6E0W0SDP0R,retest,1,Ali is facing away from Chicago. Ali turns around. Chicago is BLANK Ali.,1710b645-2bb2-54c6-8ac1-62f03525d880,in front of,behind,in front of,behind,in front of,1,11101.09999999404,966.2999999821186,,target,egocentric_distant
A1YT6E0W0SDP0R,retest,1,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,right of,left of,right of,left of,right of,1,5560.300000011921,1620.800000011921,,target,egocentric_distant
A1YT6E0W0SDP0R,retest,1,The box is floating in the water. Ali puts a tennis ball in the box. The box BLANK.,15a162c3-7638-5144-a4a3-f9a13b33f485,floats,sinks,floats,sinks,floats,1,7348.799999982119,1350.899999976158,,target,action_nonfollows
A1YT6E0W0SDP0R,retest,1,The painting is to Ali's left. The painting is moved left. The painting is to Ali's BLANK.,77bdedf3-bae1-5250-9280-746344392bdd,right,left,left,right,left,0,19915.80000001192,785.0999999940395,,target,egocentric_near
A1YT6E0W0SDP0R,retest,1,The glass is on the table. Ali fills the glass halfway. The table is BLANK.,b8aeb728-ce96-53b4-a022-80902bd4ed2d,dry,wet,wet,dry,dry,1,5486.0,1350.300000011921,,target,state_nonfollows
A1YT6E0W0SDP0R,retest,1,Ali is BLANK the wagon. Ali pushes on the wagon. The wagon moves.,40d46345-fe82-5f5a-82a0-f24d259674d7,behind,in front of,behind,in front of,behind,1,7277.199999988079,1186.0999999940395,,context,action_follows
A1YT6E0W0SDP0R,retest,1,The painting is BLANK of Ali. Ali turns left. The painting is right of Ali.,805deedd-d47e-54f8-b7e7-81318f8435b7,in front of,behind,in front of,behind,in front of,1,6100.699999988079,820.5,,context,egocentric_near
A1YT6E0W0SDP0R,retest,1,The ball is BLANK the box. Ali pushes the ball forward. The ball is under the box.,11b9c7f0-ecb6-5489-b941-2a3815cb66ce,under,above,above,under,under,1,23004.69999998808,1253.899999976158,,context,action_nonfollows
A1YT6E0W0SDP0R,retest,1,The painting is BLANK Ali. Ali turns right. The painting is right of Ali.,1916451f-868a-5f58-9e6c-6033ca77e634,behind,in front of,behind,in front of,behind,1,9139.59999999404,714.2000000178814,,context,egocentric_near
A1YT6E0W0SDP0R,retest,1,The ball is five feet from the box. Ali moves the box. The ball BLANK.,eae220a6-b112-595b-8808-41aaec2e4f3d,doesn't move,moves,moves,doesn't move,doesn't move,1,19660.09999999404,1261.399999976158,,target,action_nonfollows
A1YT6E0W0SDP0R,retest,1,Ali is behind the statue. Ali turns around. Ali is BLANK.,527fdd15-db92-57e8-bc5c-09d9964e45b1,behind the statue,in front of the statue,in front of the statue,behind the statue,behind the statue,1,10611.0,1570.9000000059605,,target,action_nonfollows
A1YT6E0W0SDP0R,retest,1,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,d68fd4fa-114f-58ff-922b-8ba73bc38c68,in,outside,outside,in,in,1,6371.199999988079,4720.799999982119,,context,action_nonfollows
A1YT6E0W0SDP0R,retest,1,The painting is BLANK Ali. Ali turns left. The painting is left of Ali.,8c63c6ea-38dc-5bb2-a95b-c1b63865bdaf,behind,in front of,in front of,behind,behind,1,13837.70000001788,855.3000000119209,,context,egocentric_near
A1YT6E0W0SDP0R,retest,1,The painting is behind Ali. Ali turns left. The painting is BLANK Ali.,2f6ac9c5-17f9-5a23-ab8d-9d0d3d3335c4,left of,right of,left of,right of,left of,1,6841.4000000059605,695.5,,target,egocentric_near
A1YT6E0W0SDP0R,retest,1,Chicago is BLANK Ali. Ali turns right. Chicago is left of Ali.,27c72cf7-5d80-526d-9ace-d6625063dfe0,in front of,behind,in front of,behind,in front of,1,24821.20000001788,644.3000000119209,,context,egocentric_distant
A1YT6E0W0SDP0R,retest,1,Ali is BLANK the painting. Ali turns around. Ali is in front of the painting,4cde61ac-2955-5d50-8692-d17bf79b8940,in front of,behind,behind,in front of,in front of,1,25659.5,1293.7999999821186,,context,egocentric_near
A1YT6E0W0SDP0R,retest,1,Ali is behind the painting. Ali turns around. Ali is BLANK the painting.,cb0d70bb-d9f6-5100-902d-21fd6221cecf,behind,in front of,behind,in front of,behind,1,11886.30000001192,1152.5,,target,egocentric_near
A1YT6E0W0SDP0R,retest,1,The book is on the table. Ali moves the table. The book BLANK.,bf93e811-9a49-58b7-b6dc-6a47ece87d9f,moves,doesn't move,doesn't move,moves,moves,1,3993.900000005961,995.0,,target,action_follows
A1YT6E0W0SDP0R,retest,1,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,f7886140-c3a9-5bb0-9dc4-99612c3e3180,under,above,above,under,above,0,13735.09999999404,2025.199999988079,,context,action_nonfollows
A1YT6E0W0SDP0R,retest,1,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,towards,away from,towards,away from,towards,1,6457.0,2223.0999999940395,,context,egocentric_distant
A1YT6E0W0SDP0R,retest,1,Ali is BLANK. Ali turns around. Ali is in front of the statue.,7cfd7bad-4e38-507a-a6d8-243e8c667d1b,in front of the statue,behind the statue,behind the statue,in front of the statue,in front of the statue,1,11101.40000000596,1571.0,,context,action_nonfollows
A1YT6E0W0SDP0R,retest,1,The painting is BLANK Ali. Ali turns around. The painting is left of Ali.,a350fecf-cf01-5eef-a227-25028fad7f14,right of,left of,left of,right of,right of,1,13905.100000023842,940.5999999940396,,context,egocentric_near
A1YT6E0W0SDP0R,retest,1,Ali is facing away from Chicago. Ali turns left. Chicago is BLANK Ali.,9f9092b3-4ed3-5b54-92bb-a68e83301300,left of,right of,left of,right of,left of,1,9434.40000000596,696.0999999940395,,target,egocentric_distant
A1YT6E0W0SDP0R,retest,1,The box is close to Ali. Ali throws the ball. The box is BLANK Ali.,27bc3da0-29e8-5aff-8cdc-aebfdecd2412,close to,far from,far from,close to,close to,1,9954.100000023842,1050.5,,target,action_nonfollows
A1YT6E0W0SDP0R,retest,1,Chicago is to Ali's BLANK. Ali turns left. Ali is facing towards Chicago.,29c5b0e8-2242-5aa6-ad05-0a8b33bc7aec,left,right,right,left,left,1,9800.80000001192,819.5,,context,egocentric_distant
